"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"223RA",223,"RA","88",334.37,12,"5/2+","0.28 NS",4
"223RA",223,"RA","88",342.59,19,"3/2+","0.050 NS",NA
"223RA",223,"RA","88",350.53,6,"(1/2)-",NA,NA
"223RA",223,"RA","88",369.36,4,"(5/2)-","0.20 NS",5
"223RA",223,"RA","88",376.296,11,"7/2-","0.03 NS",NA
"223RA",223,"RA","88",405.07,3,"(7/2)-",NA,NA
"223RA",223,"RA","88",424.12,5,"(11/2+)",NA,NA
"223RA",223,"RA","88",432.24,3,"(5/2)-",NA,NA
"223RA",223,"RA","88",445.071,19,"9/2+",NA,NA
"223RA",223,"RA","88",459.93,5,"(9/2)-",NA,NA
"223RA",223,"RA","88",514.25,8,"(11/2-)",NA,NA
"223RA",223,"RA","88",537.16,11,NA,NA,NA
"223RA",223,"RA","88",568,2,NA,NA,NA
"223RA",223,"RA","88",590.3,10,NA,NA,NA
"223RA",223,"RA","88",641,3,NA,NA,NA
"223RA",223,"RA","88",685,3,NA,NA,NA
"223RA",223,"RA","88",712.7,4,NA,NA,NA
"223RA",223,"RA","88",729,4,NA,NA,NA
"223RA",223,"RA","88",786.9,17,NA,NA,NA
"223RA",223,"RA","88",803.44,9,NA,NA,NA
"223RA",223,"RA","88",823.03,9,NA,NA,NA
"223RA",223,"RA","88",842.05,8,NA,NA,NA
"223RA",223,"RA","88",859.07,11,NA,NA,NA
"223RA",223,"RA","88",879.41,17,"(7/2+)",NA,NA
"223RA",223,"RA","88",884.2,5,NA,NA,NA
"223RA",223,"RA","88",908.03,22,NA,NA,NA
"223RA",223,"RA","88",926.48,16,"(3/2,5/2-)",NA,NA
"223RA",223,"RA","88",943.1,10,"(3/2,5/2)",NA,NA
"223RA",223,"RA","88",971.31,25,NA,NA,NA
"223RA",223,"RA","88",999.85,17,NA,NA,NA
"223RA",223,"RA","88",1025,10,NA,NA,NA
"223AC",223,"AC","89",0,NA,"(5/2-)","2.10 M",5
"223AC",223,"AC","89",42.4,1,"(7/2-)","0.25 NS",NA
"223AC",223,"AC","89",50.7,1,"(5/2-)","0.25 NS",NA
"223AC",223,"AC","89",64.62,4,"(5/2+)","0.25 NS",NA
"223AC",223,"AC","89",90.7,1,"(9/2-)","0.25 NS",NA
"223AC",223,"AC","89",110.06,4,"(7/2+)","0.25 NS",NA
"223AC",223,"AC","89",130.7,1,"(7/2+)",NA,NA
"223AC",223,"AC","89",141,5,"(11/2-)",NA,NA
"223AC",223,"AC","89",167.5,1,"(9/2+)","0.25 NS",NA
"223TH",223,"TH","90",51.3,5,"(7/2)+",NA,NA
"223TH",223,"TH","90",209,1,"(7/2)+",NA,NA
"223TH",223,"TH","90",247,1,"(3/2)+",NA,NA
"223TH",223,"TH","90",310,1,"(5/2)+",NA,NA
"223PA",223,"PA","91",0,NA,NA,"5.1 MS",6
"223PA",223,"PA","91",27,NA,NA,NA,NA
"224RA",224,"RA","88",0,NA,"0+","3.6319 D",23
"224RA",224,"RA","88",84.373,3,"2+","0.748 NS",19
"224RA",224,"RA","88",215.985,4,"1-",NA,NA
"224RA",224,"RA","88",250.783,5,"4+","0.181 NS",9
"224RA",224,"RA","88",290.32,5,"3-",NA,NA
"224RA",224,"RA","88",432.89,19,"(5)-",NA,NA
"224RA",224,"RA","88",479.28,20,"(6+)",NA,NA
"224RA",224,"RA","88",916.39,19,"0+",NA,NA
"224RA",224,"RA","88",992.5,10,"(2+)",NA,NA
"224AC",224,"AC","89",29.83,9,"(1+)",NA,NA
"224AC",224,"AC","89",37.17,9,"(2-)",NA,NA
"224AC",224,"AC","89",52.2,11,"(2+)",NA,NA
"224AC",224,"AC","89",64.47,14,"(3+)",NA,NA
"224AC",224,"AC","89",78.51,12,"(3-)",NA,NA
"224AC",224,"AC","89",80.49,10,"(3+)",NA,NA
"224AC",224,"AC","89",90.56,13,"(+)",NA,NA
"224AC",224,"AC","89",103.31,13,"(4+)",NA,NA
"224AC",224,"AC","89",109.33,17,"(4-)",NA,NA
"224AC",224,"AC","89",110.53,15,"(+)",NA,NA
"224AC",224,"AC","89",116.46,13,"(4-)",NA,NA
"224AC",224,"AC","89",130.3,11,"(4+)",NA,NA
"224AC",224,"AC","89",146.6,4,NA,NA,NA
"224AC",224,"AC","89",159.3,4,NA,NA,NA
"224AC",224,"AC","89",169,2,NA,NA,NA
"224AC",224,"AC","89",176.72,14,"(5+)",NA,NA
"224AC",224,"AC","89",183.4,13,"(5-)",NA,NA
"224AC",224,"AC","89",212,2,NA,NA,NA
"224AC",224,"AC","89",219.7,4,NA,NA,NA
"224AC",224,"AC","89",236.5,4,"(6-)",NA,NA
"224AC",224,"AC","89",252.68,17,"(6+)",NA,NA
"224AC",224,"AC","89",283.48,13,"(3-)",NA,NA
"224AC",224,"AC","89",300,2,NA,NA,NA
"224AC",224,"AC","89",317.2,5,NA,NA,NA
"224AC",224,"AC","89",333.04,12,"(3+)",NA,NA
"224AC",224,"AC","89",353.89,11,"(3-)",NA,NA
"224AC",224,"AC","89",360.25,11,"(3+)",NA,NA
"224AC",224,"AC","89",380.8,16,"(+)",NA,NA
"224AC",224,"AC","89",395.84,19,"(4-)",NA,NA
"224AC",224,"AC","89",402.92,16,"(4+)",NA,NA
"224AC",224,"AC","89",448.08,20,"(5-)",NA,NA
"224AC",224,"AC","89",452.1,4,"(5+)",NA,NA
"224TH",224,"TH","90",0,NA,"0+",NA,NA
"224TH",224,"TH","90",98,4,"2+",NA,NA
"224TH",224,"TH","90",246,3,"(1-)",NA,NA
"224TH",224,"TH","90",280,6,"4+",NA,NA
"224PA",224,"PA","91",0,NA,"(5-)","0.846 S",20
"224PA",224,"PA","91",0,NA,"(5-)","0.846 S",20
"224PA",224,"PA","91",0,NA,"(5-)","0.846 S",20
"224U",224,"U","92",0,NA,"0+",NA,NA
"225RA",225,"RA","88",0,NA,"1/2+","14.8 D",2
"225RA",225,"RA","88",25.41,2,"5/2+","0.88 NS",4
"225RA",225,"RA","88",31.56,3,"3/2-","2.1 NS",5
"225RA",225,"RA","88",42.77,3,"3/2+","3 NS",NA
"225RA",225,"RA","88",55.16,6,"(1/2-)",NA,NA
"225RA",225,"RA","88",69.36,6,"(7/2-)",NA,NA
"225RA",225,"RA","88",100.5,6,"9/2+",NA,NA
"225RA",225,"RA","88",111.6,5,"7/2+",NA,NA
"225RA",225,"RA","88",149.96,6,"3/2+",NA,NA
"225RA",225,"RA","88",179.75,2,"5/2+",NA,NA
"225RA",225,"RA","88",203.47,NA,"(9/2-)",NA,NA
"225RA",225,"RA","88",216.28,NA,NA,NA,NA
"225RA",225,"RA","88",220.55,7,"(7/2+,9/2+)",NA,NA
"225RA",225,"RA","88",226.9,3,"(11/2+)",NA,NA
"225RA",225,"RA","88",236.25,2,"5/2+",NA,NA
"225RA",225,"RA","88",243.56,4,"7/2+",NA,NA
"225RA",225,"RA","88",248.63,NA,NA,NA,NA
"225RA",225,"RA","88",267.92,5,"7/2+",NA,NA
"225RA",225,"RA","88",272.15,15,NA,NA,NA
"225RA",225,"RA","88",284.49,5,"7/2+",NA,NA
"225RA",225,"RA","88",321.76,8,"(9/2+)",NA,NA
"225RA",225,"RA","88",327.71,NA,NA,NA,NA
"225RA",225,"RA","88",335.4,NA,NA,NA,NA
"225RA",225,"RA","88",349.43,NA,NA,NA,NA
"225RA",225,"RA","88",390.21,NA,"(11/2+)",NA,NA
"225RA",225,"RA","88",394.72,13,"(3/2,5/2,7/2)+",NA,NA
"225RA",225,"RA","88",416.77,NA,NA,NA,NA
"225RA",225,"RA","88",478.1,NA,NA,NA,NA
"225RA",225,"RA","88",487.22,3,"(13/2+)",NA,NA
"225RA",225,"RA","88",604.51,NA,NA,NA,NA
"225RA",225,"RA","88",608.93,NA,NA,NA,NA
"225AC",225,"AC","89",0,NA,"(3/2-)","9.920 D",3
"225AC",225,"AC","89",29.94,10,"(5/2-)",NA,NA
"225AC",225,"AC","89",40.09,5,"(3/2+)",NA,NA
"225AC",225,"AC","89",64.7,5,"(5/2+)","0.72 NS",3
"225AC",225,"AC","89",77.12,14,"(7/2-)",NA,NA
"225AC",225,"AC","89",105.06,12,"(7/2+)",NA,NA
"225AC",225,"AC","89",120.8,5,"(5/2-)",NA,NA
"225AC",225,"AC","89",144.95,15,"(9/2+)",NA,NA
"225AC",225,"AC","89",155.65,7,"(5/2+)",NA,NA
"225AC",225,"AC","89",170.79,13,"(7/2-)",NA,NA
"225AC",225,"AC","89",199.85,9,"(7/2+)",NA,NA
"225AC",225,"AC","89",221,7,NA,NA,NA
"225AC",225,"AC","89",235.5,2,"(9/2-)",NA,NA
"225AC",225,"AC","89",257.04,16,"(9/2+)",NA,NA
"225AC",225,"AC","89",318,NA,"(11/2-)",NA,NA
"225AC",225,"AC","89",327,7,"(11/2+)",NA,NA
"225AC",225,"AC","89",421,7,NA,NA,NA
"225TH",225,"TH","90",0,NA,"(3/2+)",NA,NA
"225TH",225,"TH","90",28,5,"(5/2+)",NA,NA
"225TH",225,"TH","90",64,5,"(7/2+)",NA,NA
"225TH",225,"TH","90",102,5,"(9/2+)",NA,NA
"225TH",225,"TH","90",139,5,NA,NA,NA
"225TH",225,"TH","90",178,5,NA,NA,NA
"225PA",225,"PA","91",NA,NA,NA,NA,NA
"226RA",226,"RA","88",0,NA,"0+",NA,NA
"226RA",226,"RA","88",67.67,1,"2+","0.63 NS",2
"226RA",226,"RA","88",211.54,2,"4+","0.17 NS",NA
"226RA",226,"RA","88",253.73,1,"1-",NA,NA
"226RA",226,"RA","88",321.54,6,"3-",NA,NA
"226RA",226,"RA","88",416.5,3,"6+",NA,NA
"226RA",226,"RA","88",446.3,2,"5-",NA,NA
"226RA",226,"RA","88",824.6,1,"0+",NA,NA
"226RA",226,"RA","88",873.7,1,"2+",NA,NA
"226AC",226,"AC","89",0,NA,"(1)","29.37 H",12
"226AC",226,"AC","89",5.1,13,NA,NA,NA
"226AC",226,"AC","89",18.8,10,NA,NA,NA
"226AC",226,"AC","89",33.3,10,NA,NA,NA
"226AC",226,"AC","89",45,10,NA,NA,NA
"226AC",226,"AC","89",58.3,17,NA,NA,NA
"226AC",226,"AC","89",70.3,10,NA,NA,NA
"226AC",226,"AC","89",77.7,10,NA,NA,NA
"226AC",226,"AC","89",130.4,17,NA,NA,NA
"226AC",226,"AC","89",165,4,NA,NA,NA
"226AC",226,"AC","89",195,3,NA,NA,NA
"226AC",226,"AC","89",230,4,NA,NA,NA
"226AC",226,"AC","89",265,3,NA,NA,NA
"226AC",226,"AC","89",290,4,NA,NA,NA
"226AC",226,"AC","89",378,3,NA,NA,NA
"226AC",226,"AC","89",418,4,NA,NA,NA
"226AC",226,"AC","89",556,6,NA,NA,NA
"226AC",226,"AC","89",589,3,"(2-)",NA,NA
"226TH",226,"TH","90",0,NA,"0+","30.57 M",10
"226TH",226,"TH","90",72.2,4,"2+","0.395 NS",20
"226TH",226,"TH","90",226.43,5,"4+",NA,NA
"226TH",226,"TH","90",230.37,5,"1-",NA,NA
"226TH",226,"TH","90",307.5,2,"3-",NA,NA
"226TH",226,"TH","90",351,2,NA,NA,NA
"226TH",226,"TH","90",362,3,NA,NA,NA
"226TH",226,"TH","90",447.3,6,"6+",NA,NA
"226TH",226,"TH","90",450.5,2,"5-",NA,NA
"226TH",226,"TH","90",805.2,4,"(0+)",NA,NA
"226TH",226,"TH","90",847.8,4,"(2+)",NA,NA
"226PA",226,"PA","91",NA,NA,NA,NA,NA
"226U",226,"U","92",0,NA,"0+",NA,NA
"226U",226,"U","92",59,18,"(2+)",NA,NA
"227AC",227,"AC","89",0,NA,"3/2-","21.772 Y",3
"227AC",227,"AC","89",27.365,11,"3/2+","38.3 NS",3
"227AC",227,"AC","89",29.975,11,"5/2-",NA,NA
"227AC",227,"AC","89",46.349,13,"5/2+",NA,NA
"227AC",227,"AC","89",74.147,17,"7/2-",NA,NA
"227AC",227,"AC","89",84.539,14,"7/2+",NA,NA
"227AC",227,"AC","89",109.989,21,"9/2+",NA,NA
"227AC",227,"AC","89",126.845,22,"9/2-",NA,NA
"227AC",227,"AC","89",160,2,NA,NA,NA
"227AC",227,"AC","89",210.84,7,"13/2+",NA,NA
"227AC",227,"AC","89",271.32,7,"(13/2-)",NA,NA
"227AC",227,"AC","89",273.16,4,"(5/2)-",NA,NA
"227AC",227,"AC","89",304.78,10,"(5/2+)",NA,NA
"227AC",227,"AC","89",330.037,10,"3/2-","70 PS",NA
"227AC",227,"AC","89",354.5,4,"1/2-",NA,NA
"227AC",227,"AC","89",387.197,16,"7/2-",NA,NA
"227AC",227,"AC","89",425.6,5,"5/2+",NA,NA
"227AC",227,"AC","89",435.16,3,"1/2+",NA,NA
"227AC",227,"AC","89",437.94,5,"(5/2-)",NA,NA
"227AC",227,"AC","89",469.26,9,"9/2+",NA,NA
"227AC",227,"AC","89",501.16,10,"(3/2-,5/2-)",NA,NA
"227AC",227,"AC","89",537.3,6,"(3/2+)",NA,NA
"227AC",227,"AC","89",560.98,3,"(3/2+,5/2)",NA,NA
"227AC",227,"AC","89",656.3,5,"(7/2+)",NA,NA
"227TH",227,"TH","90",0,NA,"(1/2+)","18.68 D",9
"227TH",227,"TH","90",9.29,3,"(5/2+)",NA,NA
"227TH",227,"TH","90",24.38,3,"(3/2+)",NA,NA
"227TH",227,"TH","90",37.863,25,"(3/2-)",NA,NA
"227TH",227,"TH","90",73.67,4,"(7/2-)",NA,NA
"227TH",227,"TH","90",77.62,3,"(3/2+)",NA,NA
"227TH",227,"TH","90",86.81,7,NA,NA,NA
"227TH",227,"TH","90",99.19,3,"(3/2+,5/2+)",NA,NA
"227TH",227,"TH","90",127.3,4,"(3/2+,5/2+)",NA,NA
"227TH",227,"TH","90",183.71,4,"(1/2-,3/2-,5/2-)",NA,NA
"227TH",227,"TH","90",200.02,7,"(-)",NA,NA
"227TH",227,"TH","90",228.48,11,"(3/2-,5/2-)",NA,NA
"227TH",227,"TH","90",231.46,9,"(5/2-,7/2-,9/2-)",NA,NA
"227TH",227,"TH","90",289.04,3,"(1/2+,3/2+,5/2+)",NA,NA
"227TH",227,"TH","90",318.95,7,"(5/2+,7/2+)",NA,NA
"227TH",227,"TH","90",400.14,20,NA,NA,NA
"227PA",227,"PA","91",0,NA,"(5/2-)","38.3 M",3
"227U",227,"U","92",0,NA,"(3/2+)","1.1 M",1
"228RA",228,"RA","88",0,NA,"0+",NA,NA
"228RA",228,"RA","88",63.81,10,"2+","0.55 NS",4
"228RA",228,"RA","88",204.69,15,"4+",NA,NA
"228TH",228,"TH","90",0,NA,"0+",NA,NA
"228TH",228,"TH","90",57.78,5,"2+","0.406 NS",7
"228TH",228,"TH","90",186.85,7,"4+","0.164 NS",4
"228TH",228,"TH","90",327.91,14,"1-",NA,NA
"228TH",228,"TH","90",377.89,21,"6+",NA,NA
"228TH",228,"TH","90",395.96,19,"3-",NA,NA
"228TH",228,"TH","90",519.1,3,"5-",NA,NA
"228TH",228,"TH","90",831.4,3,"0+",NA,NA
"228TH",228,"TH","90",874.6,6,"2+",NA,NA
"228U",228,"U","92",0,NA,"0+",NA,NA
"228U",228,"U","92",59,14,"2+",NA,NA
"229TH",229,"TH","90",0,NA,"5/2+","7340 Y",160
"229TH",229,"TH","90",20.2,8,"(7/2-)",NA,NA
"229TH",229,"TH","90",29.1927,5,"(5/2+)",NA,NA
"229TH",229,"TH","90",42.4349,2,"7/2+","0.172 NS",6
"229TH",229,"TH","90",67.8,7,NA,NA,NA
"229TH",229,"TH","90",71.826,5,"(7/2+)",NA,NA
"229TH",229,"TH","90",75.1,10,"(9/2-)",NA,NA
"229TH",229,"TH","90",97.13595,24,"9/2+","0.147 NS",12
"229TH",229,"TH","90",125.4385,10,"(9/2+)",NA,NA
"229TH",229,"TH","90",140.9,8,"(11/2-)",NA,NA
"229TH",229,"TH","90",146.3569,14,"(5/2-)",NA,NA
"229TH",229,"TH","90",148.173,22,"(7/2-)",NA,NA
"229TH",229,"TH","90",163.2542,7,"11/2+",NA,NA
"229TH",229,"TH","90",164.5317,4,"(3/2-)",NA,NA
"229TH",229,"TH","90",173.4837,22,"(9/2-)",NA,NA
"229TH",229,"TH","90",189.99,3,NA,NA,NA
"229TH",229,"TH","90",195.7194,16,"(11/2+)",NA,NA
"229TH",229,"TH","90",212.382,20,"(5/2+)",NA,NA
"229TH",229,"TH","90",217.1597,3,"(5/2-)",NA,NA
"229TH",229,"TH","90",235.1266,11,"(5/2-,7/2-)",NA,NA
"229TH",229,"TH","90",237.366,5,"(7/2-)",NA,NA
"229TH",229,"TH","90",241.546,19,"13/2+",NA,NA
"229TH",229,"TH","90",255.957,15,"(3/2+,5/2+,7/2+)",NA,NA
"229TH",229,"TH","90",261.964,4,"(1/2+)",NA,NA
"229TH",229,"TH","90",287.895,4,"(7/2-)",NA,NA
"229TH",229,"TH","90",317.1731,7,"(5/2+)",NA,NA
"229TH",229,"TH","90",320.5483,7,"(5/2+)",NA,NA
"229TH",229,"TH","90",327.8,3,"(15/2+)",NA,NA
"229TH",229,"TH","90",347.8,20,"(5/2+)",NA,NA
"229TH",229,"TH","90",365.8136,15,"(7/2+)",NA,NA
"229TH",229,"TH","90",374.815,4,"(7/2+)",NA,NA
"229TH",229,"TH","90",382.54,5,"(7/2-,9/2,11/2+)",NA,NA
"229TH",229,"TH","90",425.877,10,"(9/2+)",NA,NA
"229TH",229,"TH","90",428.04,8,"(5/2+)",NA,NA
"229TH",229,"TH","90",436.951,15,"(7/2-)",NA,NA
"229TH",229,"TH","90",465.426,9,"(5/2-,7/2,9/2+)",NA,NA
"229TH",229,"TH","90",478.649,8,"(7/2+,9/2+)",NA,NA
"229TH",229,"TH","90",513.479,10,"(5/2+,7/2,9/2+)",NA,NA
"229TH",229,"TH","90",526.516,9,"(5/2,7/2)",NA,NA
"229TH",229,"TH","90",536.08,8,"(1/2-)",NA,NA
"229TH",229,"TH","90",569.2721,12,"(3/2,5/2+)",NA,NA
"229TH",229,"TH","90",585.237,10,"(5/2+,7/2,9/2+)",NA,NA
"229TH",229,"TH","90",605.165,10,"(5/2,7/2)+",NA,NA
"229TH",229,"TH","90",620.837,16,"(5/2+,7/2)",NA,NA
"229TH",229,"TH","90",637.384,18,"(5/2+,7/2,9/2+)",NA,NA
"229TH",229,"TH","90",656.89,4,"(5/2+,7/2,9/2+)",NA,NA
"229TH",229,"TH","90",664.98,7,"(1/2,3/2,5/2)",NA,NA
"229TH",229,"TH","90",749.849,20,"(5/2+,7/2,9/2+)",NA,NA
"229PA",229,"PA","91",0,NA,NA,NA,NA
"229U",229,"U","92",15,15,NA,NA,NA
"229NP",229,"NP","93",0,NA,NA,"4.0 M",2
"229PU",229,"PU","94",0,NA,"(3/2+)","90 S",NA
"230TH",230,"TH","90",0,NA,"0+",NA,NA
"230TH",230,"TH","90",53.2,2,"2+","0.354 NS",9
"230TH",230,"TH","90",174.1,3,"4+","0.166 NS",5
"230TH",230,"TH","90",508.16,5,"1-",NA,NA
"230TH",230,"TH","90",634.9,1,"0+",NA,NA
"230TH",230,"TH","90",677.6,1,"2+",NA,NA
"230U",230,"U","92",0,NA,"0+",NA,NA
"230U",230,"U","92",51.72,5,"2+",NA,NA
"230U",230,"U","92",169.5,3,"4+",NA,NA
"231TH",231,"TH","90",0,NA,"5/2+",NA,NA
"231TH",231,"TH","90",41.953,8,"7/2+",NA,NA
"231TH",231,"TH","90",96.127,13,"9/2+",NA,NA
"231TH",231,"TH","90",162.06,3,"11/2+",NA,NA
"231TH",231,"TH","90",185.715,5,"5/2-","0.77 NS",12
"231TH",231,"TH","90",205.31,8,"(7/2-)",NA,NA
"231TH",231,"TH","90",221.386,14,"3/2+",NA,NA
"231TH",231,"TH","90",236.901,11,"9/2-",NA,NA
"231TH",231,"TH","90",240.867,19,"5/2+",NA,NA
"231TH",231,"TH","90",275.46,3,"7/2+",NA,NA
"231TH",231,"TH","90",277.56,6,"(11/2-)",NA,NA
"231TH",231,"TH","90",301.7,10,"5/2+",NA,NA
"231TH",231,"TH","90",317.14,7,"5/2+",NA,NA
"231TH",231,"TH","90",324.89,4,"(9/2)+",NA,NA
"231TH",231,"TH","90",331,5,"(13/2-)",NA,NA
"231TH",231,"TH","90",355,5,"7/2+",NA,NA
"231TH",231,"TH","90",377.48,4,"(7/2)+",NA,NA
"231TH",231,"TH","90",385.68,5,"(11/2+)",NA,NA
"231TH",231,"TH","90",387.833,9,"7/2-",NA,NA
"231TH",231,"TH","90",452.173,16,"9/2-",NA,NA
"231TH",231,"TH","90",530.23,5,"(11/2-)",NA,NA
"231TH",231,"TH","90",562,5,NA,NA,NA
"231TH",231,"TH","90",634.11,6,"(7/2-)",NA,NA
"231PA",231,"PA","91",0,NA,"3/2-",NA,NA
"231PA",231,"PA","91",9.2,10,"1/2-",NA,NA
"231PA",231,"PA","91",58.57,10,"7/2-",NA,NA
"231PA",231,"PA","91",84.2,1,"5/2+",NA,NA
"231PA",231,"PA","91",101.4,1,"7/2+",NA,NA
"231PA",231,"PA","91",102.3,1,"3/2+",NA,NA
"231PA",231,"PA","91",111.7,1,"(9/2+)",NA,NA
"231PA",231,"PA","91",169.4,5,"11/2-",NA,NA
"231PA",231,"PA","91",183.5,1,"5/2+",NA,NA
"231PA",231,"PA","91",247.3,1,"7/2+",NA,NA
"231PA",231,"PA","91",303,7,"(9/2+)",NA,NA
"231U",231,"U","92",40,40,"(5/2+)",NA,NA
"231NP",231,"NP","93",0,NA,"(5/2-)",NA,NA
"232TH",232,"TH","90",0,NA,"0+",NA,NA
"232TH",232,"TH","90",49.46,10,"2+",NA,NA
"232TH",232,"TH","90",162.25,15,"4+",NA,NA
"232TH",232,"TH","90",333.4,25,"6+",NA,NA
"232U",232,"U","92",0,NA,"0+",NA,NA
"232U",232,"U","92",47.58,2,"2+","254 PS",20
"232U",232,"U","92",156.54,3,"4+",NA,NA
"232U",232,"U","92",322.65,6,"6+",NA,NA
"232U",232,"U","92",540.7,1,"8+",NA,NA
"232U",232,"U","92",563.2,2,"1-",NA,NA
"232U",232,"U","92",691.45,4,"0+",NA,NA
"232U",232,"U","92",734.56,6,"2+",NA,NA
"232U",232,"U","92",746.8,1,"5-",NA,NA
"232U",232,"U","92",833.5,2,"4+",NA,NA
"232U",232,"U","92",866.9,1,"2+",NA,NA
"232U",232,"U","92",927.3,1,"(0+)",NA,NA
"232U",232,"U","92",967.6,1,"(2+)",NA,NA
"232NP",232,"NP","93",0,NA,"(4+)","14.7 M",3
"233PA",233,"PA","91",1018.7,5,"(3/2)",NA,NA
"233PA",233,"PA","91",1018.7,5,"(3/2)",NA,NA
"233PA",233,"PA","91",1018.7,5,"(3/2)",NA,NA
"233PA",233,"PA","91",1018.7,5,"(3/2)",NA,NA
"233PA",233,"PA","91",1018.7,5,"(3/2)",NA,NA
"233PA",233,"PA","91",0,NA,"3/2-",NA,NA
"233PA",233,"PA","91",6.654,25,"1/2-",NA,NA
"233PA",233,"PA","91",57.101,14,"7/2-",NA,NA
"233PA",233,"PA","91",70.51,25,"5/2-",NA,NA
"233PA",233,"PA","91",86.469,9,"5/2+","35.8 NS",4
"233PA",233,"PA","91",103.636,20,"7/2+",NA,NA
"233PA",233,"PA","91",109.04,5,"9/2+",NA,NA
"233PA",233,"PA","91",133.2,10,"(11/2+)",NA,NA
"233PA",233,"PA","91",163.34,10,"(11/2-)",NA,NA
"233PA",233,"PA","91",169.152,20,"1/2+",NA,NA
"233PA",233,"PA","91",179.1,4,"(9/2-)",NA,NA
"233PA",233,"PA","91",201.594,19,"3/2+",NA,NA
"233PA",233,"PA","91",212.342,18,"5/2+",NA,NA
"233PA",233,"PA","91",218,3,NA,NA,NA
"233PA",233,"PA","91",237.895,13,"5/2+",NA,NA
"233PA",233,"PA","91",257.1,4,"5/2-",NA,NA
"233PA",233,"PA","91",279.71,3,"(7/2+)",NA,NA
"233PA",233,"PA","91",283,3,NA,NA,NA
"233PA",233,"PA","91",300.48,3,"7/2+",NA,NA
"233PA",233,"PA","91",303.59,7,"(9/2+)",NA,NA
"233PA",233,"PA","91",306.05,10,"(7/2-)",NA,NA
"233PA",233,"PA","91",365.93,8,"9/2+",NA,NA
"233U",233,"U","92",0,NA,"5/2+",NA,NA
"233U",233,"U","92",40.35,NA,"7/2+",NA,NA
"233U",233,"U","92",92,5,"9/2+",NA,NA
"233U",233,"U","92",155.1,4,"11/2+",NA,NA
"233U",233,"U","92",298.85,20,"(5/2-)",NA,NA
"233U",233,"U","92",320.75,20,"7/2-",NA,NA
"233U",233,"U","92",353.7,2,"9/2-",NA,NA
"233U",233,"U","92",397.4,7,"11/2-",NA,NA
"233U",233,"U","92",503.5,5,"7/2-",NA,NA
"233U",233,"U","92",561.5,20,"(9/2-)",NA,NA
"233NP",233,"NP","93",50,NA,"(5/2-)",NA,NA
"234TH",234,"TH","90",0,NA,"0+",NA,NA
"234TH",234,"TH","90",49.55,6,"2+","0.37 NS",3
"234TH",234,"TH","90",163,1,"4+",NA,NA
"234U",234,"U","92",1601.813,25,"1+",NA,NA
"234U",234,"U","92",0,NA,"0+",NA,NA
"234U",234,"U","92",43.4981,10,"2+","0.252 NS",7
"234U",234,"U","92",143.352,4,"4+",NA,NA
"234U",234,"U","92",296.072,4,"6+",NA,NA
"234U",234,"U","92",497.04,3,"8+",NA,NA
"234U",234,"U","92",786.288,16,"1-",NA,NA
"234U",234,"U","92",809.907,18,"0+",NA,NA
"234U",234,"U","92",849.266,18,"3-",NA,NA
"234U",234,"U","92",851.74,3,"2+",NA,NA
"234U",234,"U","92",926.72,15,"2+",NA,NA
"234U",234,"U","92",947.64,6,"4+",NA,NA
"234U",234,"U","92",989.43,13,"2-",NA,NA
"234U",234,"U","92",1023.9,3,"3- AND 4+",NA,NA
"234U",234,"U","92",1044.536,23,"0+",NA,NA
"234U",234,"U","92",1085.26,4,"2+",NA,NA
"234NP",234,"NP","93",NA,NA,NA,NA,NA
"234PU",234,"PU","94",0,NA,NA,NA,NA
"234PU",234,"PU","94",46,3,"2+",NA,NA
"235U",235,"U","92",0,NA,"7/2-","7.04E+8 Y",1
"235U",235,"U","92",0.0765,4,"1/2+","26 M",NA
"235U",235,"U","92",13.0401,21,"3/2+","0.50 NS",3
"235U",235,"U","92",46.207,10,"9/2-",NA,NA
"235U",235,"U","92",51.7008,11,"5/2+","191 PS",5
"235U",235,"U","92",81.741,4,"7/2+",NA,NA
"235U",235,"U","92",103.036,10,"11/2-",NA,NA
"235U",235,"U","92",129.2961,10,"5/2+",NA,NA
"235U",235,"U","92",150.467,15,"9/2+",NA,NA
"235U",235,"U","92",171.388,5,"7/2+",NA,NA
"235U",235,"U","92",197.119,14,"11/2+",NA,NA
"235U",235,"U","92",225.422,8,"9/2+",NA,NA
"235U",235,"U","92",249.13,12,"15/2-",NA,NA
"235U",235,"U","92",291.144,19,"11/2+",NA,NA
"235U",235,"U","92",294.668,15,"13/2+",NA,NA
"235U",235,"U","92",332.845,4,"5/2+",NA,NA
"235U",235,"U","92",338.52,6,"17/2-",NA,NA
"235U",235,"U","92",367.069,8,"7/2+",NA,NA
"235U",235,"U","92",393.225,6,"3/2+",NA,NA
"235U",235,"U","92",414.779,11,"9/2+",NA,NA
"235U",235,"U","92",426.755,3,"5/2+",NA,NA
"235U",235,"U","92",445.716,20,"7/2+",NA,NA
"235U",235,"U","92",474.297,13,"7/2+",NA,NA
"235U",235,"U","92",509.92,17,"(9/2+)",NA,NA
"235U",235,"U","92",533.228,10,"9/2+",NA,NA
"235U",235,"U","92",608.09,5,"11/2+",NA,NA
"235U",235,"U","92",633.17,6,"(5/2)-",NA,NA
"235U",235,"U","92",637.82,5,"3/2-",NA,NA
"235U",235,"U","92",658.97,4,"1/2-",NA,NA
